证劵代码,证劵简称,交易日期,开盘价,最高价,最低价,收盘价,成交数量(股),
"00406-HKG","有利集团","2023-08-03","null","null","null","1.42","0",
"00408-HKG","叶氏化工集团","2023-08-03","2.01","2.01","1.94","1.96","62000",
"00410-HKG","SOHO中国","2023-08-03","1.26","1.27","1.23","1.26","1341500",
"00411-HKG","南顺(香港)","2023-08-03","null","null","null","10.02","0",
"00412-HKG","山高控股","2023-08-03","5.49","5.57","5.42","5.46","5246438",
"00413-HKG","南华集团控股","2023-08-03","null","null","null","0.046","0",
"00416-HKG","锦州银行","2023-08-03","null","null","null","null","null",
"00417-HKG","谢瑞麟","2023-08-03","1.02","1.05","1","1.05","80000",
"00418-HKG","方正控股","2023-08-03","0.7","0.7","0.67","0.67","340000",
"00419-HKG","华谊腾讯娱乐","2023-08-03","0.125","0.128","0.123","0.124","4485000",
"00420-HKG","福田实业","2023-08-03","0.63","0.63","0.62","0.63","178000",
"00422-HKG","越南制造加工出口","2023-08-03","0.82","0.82","0.81","0.81","48000",
"00423-HKG","经济日报集团","2023-08-03","null","null","null","1.17","0",
"00425-HKG","敏实集团","2023-08-03","24.65","24.65","23.8","24.1","1187700",
"00426-HKG","万华媒体","2023-08-03","null","null","null","0.064","0",
"00428-HKG","中国天弓控股","2023-08-03","0.285","0.285","0.28","0.28","38000",
"00430-HKG","东方兴业控股","2023-08-03","null","null","null","0.365","2000",
"00431-HKG","大中华金融","2023-08-03","0.114","0.12","0.109","0.114","288000",
"00432-HKG","盈大地产","2023-08-03","0.34","0.345","0.34","0.345","26973",
"00433-HKG","北方矿业","2023-08-03","null","null","null","null","null",
"00434-HKG","博雅互动","2023-08-03","0.57","0.58","0.55","0.58","281000",
"00435-HKG","阳光房地产基金","2023-08-03","2.95","2.95","2.92","2.92","102000",
"00436-HKG","新宇环保","2023-08-03","null","null","null","0.09","0",
"00438-HKG","彩虹新能源","2023-08-03","7.54","7.65","7.53","7.65","13000",
"00439-HKG","光启科学","2023-08-03","0.16","0.163","0.158","0.163","662070",
"00440-HKG","大新金融","2023-08-03","18.7","18.92","18.68","18.9","83200",
"00442-HKG","域能控股","2023-08-03","null","null","null","1.4","0",
"00444-HKG","SINCEREWATCH HK","2023-08-03","null","null","null","null","null",
"00450-HKG","鸿兴印刷集团","2023-08-03","1.06","1.09","1.06","1.09","1918000",
"00451-HKG","协鑫新能源","2023-08-03","0.66","0.69","0.65","0.66","8194755",
"00455-HKG","天大药业","2023-08-03","0.23","0.23","0.23","0.23","20000",
"00456-HKG","新城市建设发展","2023-08-03","0.78","0.79","0.76","0.79","148000",
"00458-HKG","联亚集团","2023-08-03","null","null","null","0.76","0",
"00459-HKG","鋑联控股","2023-08-03","0.134","0.144","0.133","0.133","150000",
"00460-HKG","四环医药","2023-08-03","0.74","0.75","0.73","0.74","20449000",
"00464-HKG","中国海外诺信","2023-08-03","null","null","null","0.24","0",
"00465-HKG","富通科技","2023-08-03","0.238","0.238","0.238","0.238","22000",
"00467-HKG","联合能源集团","2023-08-03","0.99","0.99","0.95","0.97","37058000",
"00468-HKG","纷美包装","2023-08-03","2.29","2.37","2.25","2.33","3308000",
"00471-HKG","中播数据","2023-08-03","0.32","0.325","0.31","0.32","840000",
"00472-HKG","新丝路文旅","2023-08-03","0.144","0.177","0.144","0.167","55000",
"00474-HKG","信铭生命科技","2023-08-03","null","null","null","0.142","0",
"00475-HKG","中发展控股","2023-08-03","null","null","null","0.44","0",
"00476-HKG","科轩动力控股","2023-08-03","0.027","0.028","0.027","0.028","2310000",
"00480-HKG","香港兴业国际","2023-08-03","null","null","null","1.9","0",
"00482-HKG","圣马丁国际","2023-08-03","0.142","0.144","0.13","0.14","190000",
"00483-HKG","包浩斯国际","2023-08-03","0.53","0.53","0.52","0.52","120000",
"00484-HKG","云游控股","2023-08-03","null","null","null","0.92","0",
"00485-HKG","中国华星","2023-08-03","null","null","null","0.127","0",
"00486-HKG","俄铝","2023-08-03","3.14","3.17","3.14","3.16","48000",
"00487-HKG","实德环球","2023-08-03","null","null","null","0.09","0",
"00488-HKG","丽新发展","2023-08-03","1.33","1.36","1.3","1.3","93300",
"00489-HKG","东风集团股份","2023-08-03","3.5","3.52","3.45","3.48","8748328",
"00491-HKG","英皇文化产业","2023-08-03","0.059","0.059","0.059","0.059","40090",
"00493-HKG","国美零售","2023-08-03","0.081","0.083","0.08","0.081","196775000",
"00495-HKG","PALADIN","2023-08-03","null","null","null","0.056","0",
"00496-HKG","卡森国际","2023-08-03","0.28","0.28","0.28","0.28","37000",
"00497-HKG","资本策略地产","2023-08-03","null","null","null","0.133","0",
"00498-HKG","蓝河控股","2023-08-03","null","null","null","0.325","0",
"00499-HKG","青岛控股","2023-08-03","0.122","0.122","0.111","0.12","8000",
"00500-HKG","先丰服务集团","2023-08-03","0.21","0.22","0.2","0.209","101000",
"00503-HKG","朗生医药","2023-08-03","null","null","null","1.55","0",
"00505-HKG","兴业合金","2023-08-03","null","null","null","1.04","0",
"00506-HKG","中国食品","2023-08-03","2.95","2.97","2.92","2.92","404000",
"00508-HKG","鼎亿集团投资","2023-08-03","0.048","0.05","0.048","0.049","65000",
"00509-HKG","世纪阳光","2023-08-03","0.01","0.012","0.01","0.012","380000",
"00510-HKG","时富金融服务集团","2023-08-03","0.51","0.52","0.425","0.48","135900",
"00511-HKG","电视广播","2023-08-03","4.8","4.83","4.72","4.79","2154800",
"00512-HKG","远大医药","2023-08-03","4.3","4.42","4.27","4.37","4016000",
"00513-HKG","恒和集团","2023-08-03","null","null","null","0.32","0",
"00515-HKG","中华银科技","2023-08-03","0.092","0.095","0.092","0.095","20000",
"00517-HKG","中远海运国际","2023-08-03","3.19","3.23","3.16","3.18","1020000",
"00518-HKG","同得仕(集团)","2023-08-03","null","null","null","0.28","0",
"00519-HKG","实力建业","2023-08-03","0.079","0.079","0.079","0.079","30000",
"00520-HKG","呷哺呷哺","2023-08-03","4.4","4.65","4.29","4.53","15598000",
"00521-HKG","CWT INT'L","2023-08-03","null","null","null","null","null",
"00522-HKG","ASMPT","2023-08-03","74.45","76","74.1","75","1187918",
"00524-HKG","长城天下","2023-08-03","null","null","null","0.285","0",
"00525-HKG","广深铁路股份","2023-08-03","1.98","2","1.96","1.98","4832973",
"00526-HKG","利时集团控股","2023-08-03","0.044","0.045","0.044","0.045","130548000",
"00527-HKG","瑞风新能源","2023-08-03","0.26","0.31","0.25","0.29","2700800",
"00528-HKG","金达控股","2023-08-03","1.37","1.38","1.37","1.37","26000",
"00529-HKG","SIS INT'L","2023-08-03","null","null","null","1.78","0",
"00530-HKG","高银金融","2023-08-03","null","null","null","null","null",
"00531-HKG","顺诚","2023-08-03","0.26","0.26","0.26","0.26","302000",
"00532-HKG","WKK INTL (HOLD)","2023-08-03","0.56","0.56","0.56","0.56","46000",
"00533-HKG","金利来集团","2023-08-03","1.13","1.14","1.13","1.14","3000",
"00535-HKG","金地商置","2023-08-03","0.435","0.44","0.43","0.44","3160000",
"00536-HKG","贸易通","2023-08-03","0.91","0.91","0.91","0.91","8000",
"00538-HKG","味千(中国)","2023-08-03","1","1","0.97","0.98","380000",
"00540-HKG","迅捷环球控股","2023-08-03","0.148","0.148","0.146","0.146","52000",
"00542-HKG","富元国际集团","2023-08-03","0.205","0.215","0.205","0.21","1928000",
"00543-HKG","太平洋网络","2023-08-03","0.65","0.65","0.65","0.65","2000",
"00544-HKG","大同集团","2023-08-03","null","null","null","0.115","0",
"00546-HKG","阜丰集团","2023-08-03","4.24","4.28","4.12","4.16","2461500",
"00547-HKG","数字王国","2023-08-03","0.216","0.219","0.21","0.21","2440000",
"00548-HKG","深圳高速公路股份","2023-08-03","6.7","6.7","6.61","6.65","598142",
"00550-HKG","京基智慧文化","2023-08-03","0.29","0.4","0.285","0.4","288000",
"00551-HKG","裕元集团","2023-08-03","10.34","10.64","10.34","10.52","737500",
"00552-HKG","中国通信服务","2023-08-03","3.65","3.65","3.58","3.6","3710718",
"00553-HKG","南京熊猫电子股份","2023-08-03","2.74","2.74","2.72","2.73","80000",
"00554-HKG","汉思能源","2023-08-03","0.206","0.208","0.206","0.208","24000",
"00556-HKG","泛亚环保","2023-08-03","0.47","0.47","0.245","0.247","10434000",
"00557-HKG","天元医疗","2023-08-03","null","null","null","0.73","0",
"00558-HKG","力劲科技","2023-08-03","8.09","8.35","8.09","8.21","1955500",
"00559-HKG","德泰新能源集团","2023-08-03","null","null","null","0.011","0",
"00560-HKG","珠江船务","2023-08-03","0.95","0.97","0.95","0.97","186000",
"00563-HKG","上实城市开发","2023-08-03","0.435","0.455","0.43","0.45","5368750",
"00564-HKG","郑煤机","2023-08-03","6.85","6.89","6.78","6.86","267000",
"00565-HKG","锦艺集团控股","2023-08-03","null","null","null","0.148","0",
"00567-HKG","大昌微线集团","2023-08-03","null","null","null","0.135","0",
"00568-HKG","山东墨龙","2023-08-03","2.9","2.9","2.77","2.82","709200",
"00570-HKG","中国中药","2023-08-03","3.47","3.49","3.42","3.45","10876000",
"00571-HKG","丰德丽控股","2023-08-03","0.25","0.255","0.25","0.255","24000",
"00572-HKG","未来世界控股","2023-08-03","0.81","0.81","0.81","0.81","40000",
"00573-HKG","稻香控股","2023-08-03","0.8","0.8","0.8","0.8","135000",
"00574-HKG","百信国际","2023-08-03","null","null","null","null","null",
"00575-HKG","励晶太平洋","2023-08-03","0.99","0.99","0.94","0.99","95886",
"00576-HKG","浙江沪杭甬","2023-08-03","6.08","6.17","6.08","6.15","574255",
"00579-HKG","京能清洁能源","2023-08-03","1.8","1.81","1.77","1.78","6547000",
"00580-HKG","赛晶科技","2023-08-03","1.9","1.91","1.85","1.89","1814000",
"00581-HKG","中国东方集团","2023-08-03","1.19","1.23","1.18","1.2","2090000",
"00582-HKG","神话世界","2023-08-03","0.074","0.074","0.071","0.071","648950",
"00583-HKG","长城环亚控股","2023-08-03","null","null","null","0.219","0",
"00585-HKG","意马国际","2023-08-03","0.315","0.32","0.315","0.32","372000",
"00586-HKG","海螺创业","2023-08-03","9.4","9.57","9.27","9.45","1791793",
"00587-HKG","海螺环保","2023-08-03","2.35","2.37","2.31","2.35","1326500",
"00588-HKG","北京北辰实业股份","2023-08-03","0.88","0.89","0.87","0.87","1376000",
"00589-HKG","建中建设","2023-08-03","null","null","null","0.255","0",
"00590-HKG","六福集团","2023-08-03","21.5","21.55","20.9","21.1","390044",
"00591-HKG","中国高精密","2023-08-03","0.223","0.24","0.221","0.226","5698000",
"00592-HKG","BOSSINI INT'L","2023-08-03","0.27","0.285","0.27","0.28","318000",
"00593-HKG","梦东方","2023-08-03","null","null","null","0.93","0",
"00595-HKG","AV CONCEPT HOLD","2023-08-03","0.395","0.395","0.39","0.39","295920",
"00596-HKG","浪潮数字企业","2023-08-03","2.71","2.72","2.59","2.66","2426000",
"00598-HKG","中国外运","2023-08-03","2.79","2.82","2.73","2.79","11625000",
"00599-HKG","怡邦行控股","2023-08-03","null","null","null","0.165","0",
"00600-HKG","中国基建投资","2023-08-03","null","null","null","null","null",
"00601-HKG","稀镁科技","2023-08-03","null","null","null","0.12","0",
"00602-HKG","佳华百货控股","2023-08-03","null","null","null","0.057","0",
"00603-HKG","中油燃气","2023-08-03","null","null","null","0.24","0",
"00604-HKG","深圳控股","2023-08-03","1.5","1.56","1.49","1.55","4179229",
"00605-HKG","中国金融投资管理","2023-08-03","null","null","null","0.425","0",
"00606-HKG","中骏商管","2023-08-03","1.32","1.36","1.3","1.33","499000",
"00607-HKG","丰盛控股","2023-08-03","0.038","0.039","0.037","0.037","2497500",
"00608-HKG","达利国际","2023-08-03","null","null","null","1.7","0",
"00609-HKG","天德化工","2023-08-03","1.49","1.51","1.48","1.49","244000",
"00610-HKG","WAI KEE HOLD","2023-08-03","null","null","null","1.5","0",
"00611-HKG","中国核能科技","2023-08-03","0.395","0.395","0.395","0.395","330000",
"00612-HKG","鼎益丰控股","2023-08-03","2.16","2.16","2.08","2.13","792000",
"00613-HKG","梧桐国际","2023-08-03","0.55","0.57","0.55","0.57","6400",
"00616-HKG","高山企业","2023-08-03","0.58","0.58","0.52","0.53","5500",
"00617-HKG","百利保控股","2023-08-03","1.22","1.27","1.21","1.24","324000",
"00618-HKG","北大资源","2023-08-03","0.136","0.142","0.134","0.135","9788000",
"00619-HKG","南华金融","2023-08-03","0.345","0.37","0.315","0.36","76020",
"00620-HKG","大唐西市","2023-08-03","null","null","null","0.71","0",
"00621-HKG","坛金矿业","2023-08-03","null","null","null","null","null",
"00622-HKG","威华达控股","2023-08-03","0.22","0.22","0.22","0.22","38400",
"00623-HKG","中视金桥","2023-08-03","0.96","0.99","0.96","0.99","7000",
"00626-HKG","大众金融控股","2023-08-03","1.99","1.99","1.99","1.99","72000",
"00627-HKG","福晟国际","2023-08-03","0.51","0.58","0.51","0.51","25950",
"00628-HKG","国美金融科技","2023-08-03","null","null","null","0.157","20000",
"00629-HKG","悦达国际控股","2023-08-03","0.129","0.129","0.107","0.108","36000",
"00630-HKG","隽泰控股","2023-08-03","null","null","null","0.058","0",
"00631-HKG","三一国际","2023-08-03","12.2","12.68","12.2","12.4","3366890",
"00632-HKG","中港石油","2023-08-03","0.163","0.163","0.163","0.163","106000",
"00635-HKG","彩星集团","2023-08-03","0.63","0.66","0.63","0.66","47200",
"00636-HKG","嘉里物流","2023-08-03","9.7","9.8","9.62","9.8","513500",
"00637-HKG","利记","2023-08-03","0.172","0.172","0.172","0.172","22000",
"00638-HKG","建溢集团","2023-08-03","null","null","null","0.39","0",
"00639-HKG","首钢资源","2023-08-03","2.29","2.33","2.28","2.32","3891282",
"00640-HKG","星谦发展","2023-08-03","0.78","0.78","0.74","0.77","28000",
"00641-HKG","中国恒天立信国际","2023-08-03","0.24","0.25","0.24","0.25","18000",
"00643-HKG","恒富控股","2023-08-03","0.81","0.88","0.77","0.79","1080000",
"00645-HKG","安域亚洲","2023-08-03","null","null","null","0.112","0",
"00646-HKG","中国环保科技","2023-08-03","0.48","0.48","0.48","0.48","40000",
"00648-HKG","京玖康疗","2023-08-03","null","null","null","null","null",
"00650-HKG","普达特科技","2023-08-03","0.56","0.58","0.56","0.56","1354000",
"00651-HKG","中海重工","2023-08-03","null","null","null","null","null",
"00653-HKG","卓悦控股","2023-08-03","0.082","0.082","0.078","0.078","3146000",
"00655-HKG","香港华人有限公司","2023-08-03","0.435","0.435","0.435","0.435","32692",
"00656-HKG","复星国际","2023-08-03","5.51","5.63","5.43","5.58","1691535",
"00657-HKG","环科国际","2023-08-03","null","null","null","0.035","0",
"00658-HKG","中国高速传动","2023-08-03","2.62","2.62","2.53","2.54","1465000",
"00659-HKG","新创建集团","2023-08-03","8.92","8.93","8.91","8.91","3156742",
"00660-HKG","玮俊生物科技","2023-08-03","null","null","null","0.1","0",
"00661-HKG","中国大冶有色金属","2023-08-03","0.076","0.076","0.075","0.075","3866000",
"00662-HKG","亚洲金融","2023-08-03","3.22","3.35","3.21","3.21","36000",
"00663-HKG","金山能源","2023-08-03","0.17","0.175","0.17","0.175","390000",
"00665-HKG","海通国际","2023-08-03","0.73","0.74","0.69","0.71","63303404",
"00667-HKG","中国东方教育","2023-08-03","3.35","3.41","3.25","3.37","3959500",
"00668-HKG","东银国际控股","2023-08-03","0.092","0.092","0.091","0.092","40000",
"00669-HKG","创科实业","2023-08-03","94.35","98.35","93.9","96.95","11333326",
"00670-HKG","中国东方航空股份","2023-08-03","2.92","2.96","2.92","2.94","4847518",
"00672-HKG","众安集团","2023-08-03","0.161","0.17","0.159","0.165","8725800",
"00673-HKG","中国卫生集团","2023-08-03","0.93","1","0.89","0.96","5611500",
"00674-HKG","中国唐商","2023-08-03","null","null","null","0.122","0",
"00675-HKG","坚宝国际","2023-08-03","null","null","null","0.45","0",
"00676-HKG","创信国际","2023-08-03","0.74","0.74","0.68","0.68","52000",
"00677-HKG","金源发展国际实业","2023-08-03","0.67","0.68","0.67","0.67","1618000",
"00679-HKG","亚洲联网科技","2023-08-03","null","null","null","0.9","0",
"00680-HKG","南海控股","2023-08-03","null","null","null","null","null",
"00681-HKG","中民控股","2023-08-03","0.03","0.031","0.03","0.031","2048323",
"00682-HKG","超大现代","2023-08-03","0.019","0.02","0.019","0.02","290000",
"00683-HKG","嘉里建设","2023-08-03","16.44","16.48","16.16","16.32","669500",
"00684-HKG","亚伦国际","2023-08-03","null","null","null","1.14","0",
"00685-HKG","世界华文媒体","2023-08-03","null","null","null","0.23","0",
"00686-HKG","北京能源国际","2023-08-03","0.207","0.215","0.207","0.207","1464000",
"00687-HKG","泰升集团","2023-08-03","null","null","null","0.255","0",
